ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
6529	"ENSG00000132485.8"	"ZRANB2"	chr1	-	71532458	71532889	71532458	71532617	71532750	71532889	6529	131,76	4,0	36,37	0,0	197	99	0.358132113021	1.0	0.943,1.0	1.0,1.0	-0.028
652	"ENSG00000168701.14"	"TMEM208"	chr16	+	67262397	67262784	67262397	67262534	67262624	67262784	652	155,85	1,0	1,1	0,0	188	99	1	1.0	0.988,1.0	1.0,1.0	-0.006
6530	"ENSG00000176209.7"	"SMIM19"	chr8	+	42403517	42403923	42403517	42403678	42403798	42403923	6530	0,2	0,0	2,2	1,0	197	99	1	1.0	NA,1.0	0.501,1.0	0.25
6531	"ENSG00000258388.3"	"PPT2-EGFL8"	chr6	+	32133914	32134397	32133914	32134058	32134274	32134397	6531	26,60	1,0	52,41	0,0	197	99	0.839915220574	1.0	0.929,1.0	1.0,1.0	-0.035
6532	"ENSG00000258388.3"	"PPT2-EGFL8"	chr6	+	32133914	32134397	32133914	32134043	32134274	32134397	6532	64,102	2,2	87,56	2,1	197	99	0.905034613219	1.0	0.941,0.962	0.956,0.966	-0.009
6533	"ENSG00000258388.3"	"PPT2-EGFL8"	chr6	+	32133914	32134397	32133914	32134009	32134274	32134397	6533	57,112	4,6	97,66	5,3	197	99	0.745822759337	1.0	0.877,0.904	0.907,0.917	-0.021
6534	"ENSG00000258388.3"	"PPT2-EGFL8"	chr6	+	32133914	32134397	32133914	32134009	32134225	32134397	6534	19,68	4,0	28,21	0,0	197	99	0.403340992708	1.0	0.705,1.0	1.0,1.0	-0.147
6535	"ENSG00000145782.8"	"ATG12"	chr5	-	115173324	115174009	115173324	115173461	115173817	115174009	6535	62,40	0,4	1,1	0,0	197	99	1	1.0	1.0,0.834	1.0,1.0	-0.083
6536	"ENSG00000126903.11"	"SLC10A3"	chrX	-	153718645	153719002	153718645	153718697	153718932	153719002	6536	11,20	2,1	11,7	2,1	197	99	0.628389353012	1.0	0.734,0.91	0.734,0.779	0.066
6537	"ENSG00000129993.10"	"CBFA2T3"	chr16	-	88951453	88951677	88951453	88951595	88951634	88951677	6537	37,35	7,6	62,41	10,6	137	99	0.673743348019	1.0	0.793,0.808	0.818,0.832	-0.024
6539	"ENSG00000143418.15"	"CERS2"	chr1	-	150939857	150940190	150939857	150940009	150940139	150940190	6539	137,52	0,1	2,3	0,0	197	99	1	1.0	1.0,0.963	1.0,1.0	-0.018
653	"ENSG00000168701.14"	"TMEM208"	chr16	+	67262397	67262784	67262397	67262534	67262681	67262784	653	202,119	32,12	4,3	0,0	197	99	1	1.0	0.76,0.833	1.0,1.0	-0.204
6541	"ENSG00000143418.15"	"CERS2"	chr1	-	150940139	150940375	150940139	150940162	150940295	150940375	6541	97,46	1,0	4,2	0,0	197	99	1	1.0	0.98,1.0	1.0,1.0	-0.01
6543	"ENSG00000143418.15"	"CERS2"	chr1	-	150939231	150939678	150939231	150939338	150939514	150939678	6543	74,95	7,7	37,20	2,1	197	99	0.686869315125	1.0	0.842,0.872	0.903,0.91	-0.05
6544	"ENSG00000143418.15"	"CERS2"	chr1	-	150939867	150940190	150939867	150940029	150940139	150940190	6544	129,52	3,0	2,3	0,0	197	99	1	1.0	0.956,1.0	1.0,1.0	-0.022
6545	"ENSG00000143418.15"	"CERS2"	chr1	-	150940139	150940375	150940139	150940190	150940295	150940375	6545	23,14	313,146	1,1	26,21	197	99	0.464334068298	1.0	0.036,0.046	0.019,0.023	0.02
6547	"ENSG00000143418.15"	"CERS2"	chr1	-	150939867	150940190	150939867	150939892	150940139	150940190	6547	710,378	7,3	25,19	0,0	197	99	1	1.0	0.981,0.984	1.0,1.0	-0.018
654	"ENSG00000168701.14"	"TMEM208"	chr16	+	67262699	67263181	67262699	67262739	67262878	67263181	654	53,109	0,2	45,34	1,0	197	99	0.697802821107	1.0	1.0,0.965	0.958,1.0	0.003
6550	"ENSG00000176124.7"	"DLEU1"	chr13	+	51102001	51102670	51102001	51102200	51102315	51102670	6550	5,1	5,0	2,1	2,1	197	99	0.650191237782	1.0	0.334,1.0	0.334,0.334	0.333
6555	"ENSG00000102882.7"	"MAPK3"	chr16	-	30127956	30128324	30127956	30128111	30128214	30128324	6555	2,1	133,70	1,0	90,71	197	99	1	1.0	0.008,0.007	0.006,0.0	0.004
6557	"ENSG00000174093.6"	"RP11-1407O15.2"	chr17	-	36361696	36365176	36361696	36361804	36365054	36365176	6557	36,12	10,2	21,17	8,6	197	99	0.439327629788	1.0	0.644,0.751	0.569,0.587	0.12
6558	"ENSG00000174093.6"	"RP11-1407O15.2"	chr17	-	36361696	36365176	36361696	36361845	36365110	36365176	6558	33,18	1,0	2,2	0,0	197	99	1	1.0	0.943,1.0	1.0,1.0	-0.028
6559	"ENSG00000174093.6"	"RP11-1407O15.2"	chr17	-	36361696	36365176	36361696	36361882	36365110	36365176	6559	39,18	0,1	3,3	0,0	197	99	1	1.0	1.0,0.9	1.0,1.0	-0.05
6560	"ENSG00000174093.6"	"RP11-1407O15.2"	chr17	-	36361696	36365176	36361696	36361804	36365110	36365176	6560	42,15	1,1	29,20	1,0	197	99	0.64007027034	1.0	0.955,0.883	0.936,1.0	-0.049
6566	"ENSG00000136108.10"	"CKAP2"	chr13	+	53035033	53035243	53035033	53035109	53035192	53035243	6566	11,4	142,80	1,0	15,13	181	99	0.45995165811	1.0	0.041,0.027	0.035,0.0	0.017
6568	"ENSG00000007384.11"	"RHBDF1"	chr16	-	109296	109522	109296	109347	109416	109522	6568	16,5	36,21	0,0	2,3	167	99	1	1.0	0.209,0.124	0.0,0.0	0.166
6570	"ENSG00000007384.11"	"RHBDF1"	chr16	-	111422	111641	111422	111457	111582	111641	6570	3,3	42,13	0,0	4,3	197	99	1	1.0	0.035,0.104	0.0,0.0	0.07
6572	"ENSG00000109046.10"	"WSB1"	chr17	+	25628757	25628982	25628757	25628765	25628906	25628982	6572	290,137	1,0	10,10	0,0	197	99	1	1.0	0.993,1.0	1.0,1.0	-0.004
6574	"ENSG00000060749.10"	"QSER1"	chr11	+	32953288	32956981	32953288	32953920	32954637	32956981	6574	125,105	2,2	108,85	2,1	197	99	0.889520798752	1.0	0.969,0.963	0.964,0.977	-0.004
6582	"ENSG00000141994.11"	"DUS3L"	chr19	-	5786759	5787182	5786759	5786930	5787071	5787182	6582	27,65	6,13	28,17	7,5	197	99	0.529951113698	1.0	0.693,0.715	0.668,0.631	0.054
6583	"ENSG00000167522.10"	"ANKRD11"	chr16	-	89353070	89353521	89353070	89353078	89353456	89353521	6583	89,45	1,0	3,2	0,0	197	99	1	1.0	0.978,1.0	1.0,1.0	-0.011
6584	"ENSG00000167522.10"	"ANKRD11"	chr16	-	89353070	89355078	89353070	89353521	89354935	89355078	6584	121,172	1,2	77,54	1,1	197	99	0.43517341418	1.0	0.984,0.977	0.975,0.964	0.011
6585	"ENSG00000175470.14"	"PPP2R2D"	chr10	+	133757471	133757649	133757471	133757501	133757598	133757649	6585	45,101	1,0	37,40	0,0	195	99	0.527470997787	1.0	0.958,1.0	1.0,1.0	-0.021
658	"ENSG00000173846.8"	"PLK3"	chr1	+	45268626	45269063	45268626	45268825	45268971	45269063	658	53,19	1,0	12,13	0,0	197	99	1	1.0	0.964,1.0	1.0,1.0	-0.018
6593	"ENSG00000092199.13"	"HNRNPC"	chr14	-	21731469	21731988	21731469	21731495	21731778	21731988	6593	16,42	0,2	8,4	0,0	197	99	1	1.0	1.0,0.913	1.0,1.0	-0.043
6597	"ENSG00000223501.4"	"VPS52"	chr6	-	33231324	33231656	33231324	33231350	33231548	33231656	6597	19,17	2,2	5,5	0,0	197	99	1	1.0	0.827,0.81	1.0,1.0	-0.181
6598	"ENSG00000223501.4"	"VPS52"	chr6	-	33232150	33232677	33232150	33232274	33232558	33232677	6598	64,72	74,37	65,48	68,52	197	99	0.305768555611	1.0	0.303,0.494	0.324,0.317	0.078
6599	"ENSG00000223501.4"	"VPS52"	chr6	-	33231324	33231656	33231324	33231389	33231548	33231656	6599	22,20	0,2	2,1	0,0	197	99	1	1.0	1.0,0.834	1.0,1.0	-0.083
65	"ENSG00000130529.11"	"TRPM4"	chr19	+	49714293	49714526	49714293	49714344	49714420	49714526	65	2,0	20,6	0,0	2,2	174	99	1	1.0	0.054,0.0	0.0,0.0	0.027
6600	"ENSG00000106344.4"	"RBM28"	chr7	-	127975600	127976096	127975600	127975779	127975900	127976096	6600	84,70	1,2	4,3	0,0	197	99	1	1.0	0.977,0.946	1.0,1.0	-0.038
6601	"ENSG00000106344.4"	"RBM28"	chr7	-	127975600	127976096	127975600	127975754	127975900	127976096	6601	84,72	2,0	20,21	0,0	197	99	1	1.0	0.955,1.0	1.0,1.0	-0.022
6602	"ENSG00000106344.4"	"RBM28"	chr7	-	127975600	127976096	127975600	127975767	127975900	127976096	6602	80,71	2,1	4,3	0,0	197	99	1	1.0	0.953,0.973	1.0,1.0	-0.037
6603	"ENSG00000106344.4"	"RBM28"	chr7	-	127975600	127976096	127975600	127975807	127975900	127976096	6603	82,86	1,0	5,4	0,0	191	99	1	1.0	0.977,1.0	1.0,1.0	-0.012
6605	"ENSG00000166340.10"	"TPP1"	chr11	-	6638220	6638659	6638220	6638402	6638531	6638659	6605	106,57	4,1	1,1	0,0	197	99	1	1.0	0.93,0.966	1.0,1.0	-0.052
6606	"ENSG00000166340.10"	"TPP1"	chr11	-	6638205	6638592	6638205	6638384	6638584	6638592	6606	91,51	0,1	1,1	0,0	197	99	1	1.0	1.0,0.962	1.0,1.0	-0.019
6607	"ENSG00000166340.10"	"TPP1"	chr11	-	6639959	6640498	6639959	6640173	6640426	6640498	6607	32,17	16,2	0,1	0,0	197	99	1	1.0	0.501,0.81	NA,1.0	-0.345
6608	"ENSG00000166340.10"	"TPP1"	chr11	-	6640006	6640498	6640006	6640248	6640426	6640498	6608	35,17	0,1	0,1	0,0	197	99	1	1.0	1.0,0.895	NA,1.0	-0.052
6609	"ENSG00000166340.10"	"TPP1"	chr11	-	6639673	6640146	6639673	6639728	6640006	6640146	6609	57,33	0,1	1,1	0,0	197	99	1	1.0	1.0,0.943	1.0,1.0	-0.028
6611	"ENSG00000088826.13"	"SMOX"	chr20	+	4162735	4163495	4162735	4162970	4163129	4163495	6611	7,23	2,0	10,6	1,1	197	99	0.795213601173	1.0	0.638,1.0	0.834,0.751	0.026
6612	"ENSG00000151498.7"	"ACAD8"	chr11	+	134129501	134130034	134129501	134129639	134129863	134130034	6612	26,18	0,1	1,1	0,0	197	99	1	1.0	1.0,0.9	1.0,1.0	-0.05
6617	"ENSG00000142676.8"	"RPL11"	chr1	+	24021149	24021885	24021149	24021281	24021873	24021885	6617	577,296	6,4	4,4	0,0	197	99	1	1.0	0.98,0.974	1.0,1.0	-0.023
6618	"ENSG00000142676.8"	"RPL11"	chr1	+	24020183	24020403	24020183	24020184	24020296	24020403	6618	260,134	3,0	1,0	0,0	197	99	1	1.0	0.978,1.0	1.0,NA	-0.011
6619	"ENSG00000142676.8"	"RPL11"	chr1	+	24021149	24021885	24021149	24021281	24021778	24021885	6619	926,496	0,2	7,6	0,0	197	99	1	1.0	1.0,0.992	1.0,1.0	-0.004
6620	"ENSG00000142676.8"	"RPL11"	chr1	+	24021149	24021885	24021149	24021281	24021768	24021885	6620	903,488	4,3	9,10	0,0	197	99	1	1.0	0.991,0.988	1.0,1.0	-0.01
6621	"ENSG00000142676.8"	"RPL11"	chr1	+	24021149	24021885	24021149	24021281	24021791	24021885	6621	926,475	2,0	7,6	0,0	197	99	1	1.0	0.996,1.0	1.0,1.0	-0.002
6623	"ENSG00000156500.10"	"FAM122C"	chrX	+	133941252	133941738	133941252	133941481	133941569	133941738	6623	25,5	1,0	8,8	0,0	186	99	1	1.0	0.93,1.0	1.0,1.0	-0.035
6624	"ENSG00000152795.13"	"HNRNPDL"	chr4	-	83346715	83346947	83346715	83346820	83346905	83346947	6624	203,190	0,3	145,119	2,1	183	99	0.554358786686	1.0	1.0,0.972	0.975,0.985	0.006
6625	"ENSG00000152795.13"	"HNRNPDL"	chr4	-	83346735	83347282	83346735	83346947	83347189	83347282	6625	485,292	1,9	340,259	3,2	197	99	0.575127849922	1.0	0.996,0.942	0.983,0.985	-0.015
6626	"ENSG00000152795.13"	"HNRNPDL"	chr4	-	83346735	83347282	83346735	83346876	83347189	83347282	6626	446,265	3,0	28,30	0,0	197	99	0.289924959501	1.0	0.987,1.0	1.0,1.0	-0.006
6627	"ENSG00000152795.13"	"HNRNPDL"	chr4	-	83346735	83347282	83346735	83346917	83347189	83347282	6627	475,260	0,4	28,29	0,0	197	99	0.412395338289	1.0	1.0,0.97	1.0,1.0	-0.015
6628	"ENSG00000152795.13"	"HNRNPDL"	chr4	-	83346735	83347282	83346735	83346867	83347189	83347282	6628	468,268	10,10	54,87	0,0	197	99	0.682799357794	1.0	0.959,0.931	1.0,1.0	-0.055
6630	"ENSG00000121274.8"	"PAPD5"	chr16	+	50259008	50259196	50259008	50259053	50259149	50259196	6630	63,31	1,0	18,19	0,0	194	99	1	1.0	0.97,1.0	1.0,1.0	-0.015
6632	"ENSG00000142684.7"	"ZNF593"	chr1	+	26496908	26498551	26496908	26496971	26497065	26498551	6632	0,17	43,155	5,3	74,54	192	99	0.64511228033	1.0	0.0,0.054	0.034,0.028	-0.004
6634	"ENSG00000111665.7"	"CDCA3"	chr12	-	6958486	6959022	6958486	6958629	6958728	6959022	6634	207,111	2,2	7,10	0,0	197	99	1	1.0	0.981,0.965	1.0,1.0	-0.027
6635	"ENSG00000111665.7"	"CDCA3"	chr12	-	6958486	6959022	6958486	6958577	6958728	6959022	6635	190,245	20,6	132,92	8,5	197	99	0.872590786218	1.0	0.827,0.954	0.892,0.902	-0.007
6637	"ENSG00000111665.7"	"CDCA3"	chr12	-	6959630	6960173	6959630	6959860	6959996	6960173	6637	277,87	4,0	1,0	0,0	197	99	1	1.0	0.972,1.0	1.0,NA	-0.014
6638	"ENSG00000111665.7"	"CDCA3"	chr12	-	6959630	6960173	6959630	6959813	6959996	6960173	6638	292,115	1,0	1,0	0,0	197	99	1	1.0	0.993,1.0	1.0,NA	-0.004
6640	"ENSG00000111665.7"	"CDCA3"	chr12	-	6958317	6958522	6958317	6958396	6958486	6958522	6640	107,58	2,0	1,2	0,0	188	99	1	1.0	0.966,1.0	1.0,1.0	-0.017
6644	"ENSG00000009830.7"	"POMT2"	chr14	-	77745071	77746271	77745071	77745304	77746165	77746271	6644	0,4	0,1	1,2	0,0	197	99	1	1.0	NA,0.668	1.0,1.0	-0.332
6645	"ENSG00000009830.7"	"POMT2"	chr14	-	77745879	77746271	77745879	77745929	77746026	77746271	6645	20,27	1,0	29,20	1,0	195	99	0.671291451974	1.0	0.91,1.0	0.936,1.0	-0.013
6655	"ENSG00000068438.10"	"FTSJ1"	chrX	+	48340984	48341415	48340984	48341182	48341350	48341415	6655	130,67	1,0	4,4	0,0	197	99	1	1.0	0.985,1.0	1.0,1.0	-0.008
6659	"ENSG00000068438.10"	"FTSJ1"	chrX	+	48340984	48341415	48340984	48341182	48341291	48341415	6659	154,80	1,0	6,7	0,0	197	99	1	1.0	0.987,1.0	1.0,1.0	-0.006
6660	"ENSG00000068438.10"	"FTSJ1"	chrX	+	48340984	48341415	48340984	48341182	48341373	48341415	6660	82,117	50,41	102,71	56,40	197	99	0.46086120199	1.0	0.452,0.589	0.478,0.471	0.046
6661	"ENSG00000189136.4"	"UBE2Q2P1"	chr15	-	85112735	85114026	85112735	85112914	85113942	85114026	6661	19,4	2,0	3,3	0,0	197	99	1	1.0	0.827,1.0	1.0,1.0	-0.087
6662	"ENSG00000273066.1"	"RP11-216L13.19"	chr9	+	139701246	139701433	139701246	139701319	139701421	139701433	6662	3,0	5,2	0,0	1,1	197	99	1	1.0	0.232,0.0	0.0,0.0	0.116
6669	"ENSG00000097007.13"	"ABL1"	chr9	+	133755299	133755544	133755299	133755343	133755454	133755544	6669	45,27	2,0	2,2	0,0	197	99	1	1.0	0.919,1.0	1.0,1.0	-0.04
6670	"ENSG00000169598.11"	"DFFB"	chr1	+	3800070	3801993	3800070	3800364	3801601	3801993	6670	18,45	0,8	36,26	3,2	197	99	0.788413432499	1.0	1.0,0.739	0.858,0.867	0.007
6674	"ENSG00000189337.11"	"KAZN"	chr1	+	15386667	15390118	15386667	15386798	15390067	15390118	6674	8,2	20,15	5,3	31,20	197	99	0.27568824889	1.0	0.167,0.063	0.075,0.07	0.042
6676	"ENSG00000161016.11"	"RPL8"	chr8	-	146017206	146017442	146017206	146017257	146017376	146017442	6676	1858,698	128,76	89,143	8,11	197	99	0.938933848238	1.0	0.879,0.822	0.848,0.867	-0.007
6677	"ENSG00000161016.11"	"RPL8"	chr8	-	146017013	146017257	146017013	146017062	146017157	146017257	6677	24,16	0,2	1,1	0,0	193	99	1	1.0	1.0,0.804	1.0,1.0	-0.098
6679	"ENSG00000161016.11"	"RPL8"	chr8	-	146015739	146015984	146015739	146015855	146015977	146015984	6679	534,227	6,0	1,1	0,0	197	99	1	1.0	0.978,1.0	1.0,1.0	-0.011
6680	"ENSG00000161016.11"	"RPL8"	chr8	-	146016891	146017257	146016891	146016941	146017157	146017257	6680	67,48	27,7	1,1	0,0	197	99	1	1.0	0.555,0.775	1.0,1.0	-0.335
6684	"ENSG00000161016.11"	"RPL8"	chr8	-	146015739	146015984	146015739	146015855	146015933	146015984	6684	531,224	0,1	1,1	0,0	176	99	1	1.0	1.0,0.992	1.0,1.0	-0.004
6685	"ENSG00000161016.11"	"RPL8"	chr8	-	146016497	146016713	146016497	146016530	146016661	146016713	6685	224,93	1,1	0,1	0,0	197	99	1	1.0	0.991,0.979	NA,1.0	-0.015
6686	"ENSG00000111845.4"	"PAK1IP1"	chr6	+	10704836	10705077	10704836	10704885	10704979	10705077	6686	9,6	178,110	0,0	10,6	192	99	0.308338690868	1.0	0.025,0.027	0.0,0.0	0.026
6687	"ENSG00000108799.8"	"EZH1"	chr17	-	40860714	40860934	40860714	40860784	40860893	40860934	6687	0,1	2,1	1,1	1,0	197	99	0.764827125368	1.0	0.0,0.334	0.334,1.0	-0.5
6688	"ENSG00000108799.8"	"EZH1"	chr17	-	40855476	40855838	40855476	40855579	40855757	40855838	6688	150,85	0,1	6,6	0,0	197	99	1	1.0	1.0,0.977	1.0,1.0	-0.012
6691	"ENSG00000136699.15"	"SMPD4"	chr2	-	130913607	130914248	130913607	130913741	130914157	130914248	6691	127,47	5,4	1,2	0,0	197	99	1	1.0	0.927,0.855	1.0,1.0	-0.109
6692	"ENSG00000136699.15"	"SMPD4"	chr2	-	130913607	130914248	130913607	130913764	130914157	130914248	6692	130,57	2,0	2,3	0,0	197	99	1	1.0	0.97,1.0	1.0,1.0	-0.015
6693	"ENSG00000136699.15"	"SMPD4"	chr2	-	130913607	130914248	130913607	130913848	130914157	130914248	6693	104,51	2,0	1,1	0,0	197	99	1	1.0	0.963,1.0	1.0,1.0	-0.018
6695	"ENSG00000136699.15"	"SMPD4"	chr2	-	130913607	130914248	130913607	130913789	130914157	130914248	6695	125,59	1,2	1,1	0,0	197	99	1	1.0	0.984,0.937	1.0,1.0	-0.039
6696	"ENSG00000136699.15"	"SMPD4"	chr2	-	130930011	130930229	130930011	130930073	130930197	130930229	6696	6,2	298,197	1,0	83,98	197	99	1	1.0	0.01,0.005	0.006,0.0	0.004
6698	"ENSG00000136699.15"	"SMPD4"	chr2	-	130911849	130912832	130911849	130912085	130912668	130912832	6698	156,56	9,3	5,6	0,0	197	99	1	1.0	0.897,0.904	1.0,1.0	-0.099
6699	"ENSG00000136699.15"	"SMPD4"	chr2	-	130911666	130912055	130911666	130911766	130911849	130912055	6699	70,34	6,0	1,1	0,0	181	99	1	1.0	0.865,1.0	1.0,1.0	-0.068
669	"ENSG00000170445.8"	"HARS"	chr5	-	140057239	140058712	140057239	140057338	140058646	140058712	669	208,116	3,0	28,27	0,0	197	99	0.546362515483	1.0	0.972,1.0	1.0,1.0	-0.014
6700	"ENSG00000136699.15"	"SMPD4"	chr2	-	130911666	130912055	130911666	130911744	130911849	130912055	6700	79,33	0,1	1,1	0,0	197	99	1	1.0	1.0,0.943	1.0,1.0	-0.028
6703	"ENSG00000167552.9"	"TUBA1A"	chr12	-	49580092	49580616	49580092	49580241	49580393	49580616	6703	7,4	179,90	1,0	74,40	197	99	0.337628557569	1.0	0.019,0.022	0.007,0.0	0.017
6705	"ENSG00000197375.8"	"SLC22A5"	chr5	+	131714069	131719993	131714069	131714173	131719838	131719993	6705	8,19	8,24	8,7	10,8	197	99	0.891989256671	1.0	0.334,0.285	0.287,0.305	0.014
6707	"ENSG00000103168.12"	"TAF1C"	chr16	-	84215637	84216046	84215637	84215676	84215807	84216046	6707	25,57	0,2	20,15	1,0	197	99	0.559728308875	1.0	1.0,0.935	0.91,1.0	0.012
6710	"ENSG00000103168.12"	"TAF1C"	chr16	-	84215351	84215782	84215351	84215469	84215579	84215782	6710	276,156	0,1	9,6	0,0	197	99	1	1.0	1.0,0.987	1.0,1.0	-0.006
6711	"ENSG00000103168.12"	"TAF1C"	chr16	-	84215351	84215782	84215351	84215469	84215762	84215782	6711	124,80	0,1	5,4	0,0	197	99	1	1.0	1.0,0.976	1.0,1.0	-0.012
6713	"ENSG00000103168.12"	"TAF1C"	chr16	-	84215351	84215782	84215351	84215469	84215753	84215782	6713	21,52	4,2	14,14	0,0	197	99	1	1.0	0.725,0.929	1.0,1.0	-0.173
671	"ENSG00000147050.10"	"KDM6A"	chrX	+	44966184	44966781	44966184	44966329	44966654	44966781	671	101,49	1,0	2,2	0,0	197	99	1	1.0	0.981,1.0	1.0,1.0	-0.01
6720	"ENSG00000156671.8"	"SAMD8"	chr10	+	76935823	76941881	76935823	76935974	76936145	76941881	6720	13,9	103,54	3,1	38,25	197	99	0.379549111152	1.0	0.06,0.077	0.038,0.02	0.04
6724	"ENSG00000105402.3"	"NAPA"	chr19	-	47995271	47996750	47995271	47995376	47996672	47996750	6724	44,70	3,1	19,10	1,0	197	99	0.556438906823	1.0	0.881,0.972	0.905,1.0	-0.026
672	"ENSG00000107625.8"	"DDX50"	chr10	+	70665877	70666093	70665877	70665932	70666039	70666093	672	30,8	1,2	1,1	0,0	197	99	1	1.0	0.938,0.668	1.0,1.0	-0.197
6735	"ENSG00000250506.2"	"CDK3"	chr17	+	73997795	73998032	73997795	73997836	73997954	73998032	6735	26,14	1,0	1,2	0,0	197	99	1	1.0	0.929,1.0	1.0,1.0	-0.035
6737	"ENSG00000114098.13"	"ARMC8"	chr3	+	137956120	137956414	137956120	137956219	137956323	137956414	6737	14,30	1,0	15,17	0,0	197	99	1	1.0	0.876,1.0	1.0,1.0	-0.062
6738	"ENSG00000114098.13"	"ARMC8"	chr3	+	137956120	137956414	137956120	137956204	137956323	137956414	6738	24,23	0,2	29,25	1,0	197	99	0.643764395389	1.0	1.0,0.852	0.936,1.0	-0.042
673	"ENSG00000203995.5"	"ZYG11A"	chr1	+	53343444	53343641	53343444	53343515	53343596	53343641	673	5,3	7,5	3,3	10,7	179	99	0.36604801601	1.0	0.283,0.249	0.142,0.192	0.099
6743	"ENSG00000161547.10"	"SRSF2"	chr17	-	74731853	74732090	74731853	74731957	74732067	74732090	6743	564,270	1,0	12,11	0,0	197	99	1	1.0	0.996,1.0	1.0,1.0	-0.002
6744	"ENSG00000161547.10"	"SRSF2"	chr17	-	74731699	74731885	74731699	74731749	74731853	74731885	6744	1074,470	1,0	14,13	0,0	197	99	1	1.0	0.998,1.0	1.0,1.0	-0.001
6745	"ENSG00000161547.10"	"SRSF2"	chr17	-	74730658	74731240	74730658	74730733	74731142	74731240	6745	978,517	7,1	67,38	0,0	197	99	0.752044662431	1.0	0.986,0.996	1.0,1.0	-0.009
6746	"ENSG00000161547.10"	"SRSF2"	chr17	-	74730658	74731240	74730658	74730769	74731142	74731240	6746	1106,590	1,0	56,32	0,0	197	99	0.434956074107	1.0	0.998,1.0	1.0,1.0	-0.001
6747	"ENSG00000161547.10"	"SRSF2"	chr17	-	74732067	74732236	74732067	74732090	74732182	74732236	6747	349,147	0,1	9,7	0,0	190	99	1	1.0	1.0,0.987	1.0,1.0	-0.006
6749	"ENSG00000267706.3"	"CTD-2105E13.6"	chr19	-	55865233	55865907	55865233	55865334	55865777	55865907	6749	8,1	0,1	1,1	0,0	197	99	1	1.0	1.0,0.334	1.0,1.0	-0.333
6754	"ENSG00000161204.7"	"ABCF3"	chr3	+	183910388	183910684	183910388	183910477	183910616	183910684	6754	205,94	2,0	10,13	0,0	197	99	1	1.0	0.981,1.0	1.0,1.0	-0.01
6757	"ENSG00000161204.7"	"ABCF3"	chr3	+	183907021	183907231	183907021	183907065	183907175	183907231	6757	73,30	15,13	0,0	1,1	197	99	1	1.0	0.71,0.537	0.0,0.0	0.623
6758	"ENSG00000161204.7"	"ABCF3"	chr3	+	183907175	183907545	183907175	183907231	183907408	183907545	6758	3,104	0,2	23,45	0,0	197	99	1	1.0	1.0,0.963	1.0,1.0	-0.018
6761	"ENSG00000161204.7"	"ABCF3"	chr3	+	183904294	183904663	183904294	183904424	183904583	183904663	6761	79,95	0,0	77,63	1,0	197	99	0.481732945541	1.0	1.0,1.0	0.975,1.0	0.012
6763	"ENSG00000161204.7"	"ABCF3"	chr3	+	183907042	183907231	183907042	183907065	183907152	183907231	6763	69,25	0,2	1,1	0,0	185	99	1	1.0	1.0,0.87	1.0,1.0	-0.065
6764	"ENSG00000161204.7"	"ABCF3"	chr3	+	183906875	183907065	183906875	183906932	183907021	183907065	6764	12,10	1,4	2,2	0,0	187	99	1	1.0	0.864,0.57	1.0,1.0	-0.283
6766	"ENSG00000161204.7"	"ABCF3"	chr3	+	183906381	183906629	183906381	183906458	183906548	183906629	6766	59,15	7,8	1,2	0,1	188	99	0.617605539899	1.0	0.816,0.497	1.0,0.513	-0.1
6768	"ENSG00000185122.6"	"HSF1"	chr8	+	145537508	145537717	145537508	145537574	145537671	145537717	6768	134,76	1,0	14,16	0,0	195	99	1	1.0	0.986,1.0	1.0,1.0	-0.007
6769	"ENSG00000185122.6"	"HSF1"	chr8	+	145537508	145537717	145537508	145537574	145537647	145537717	6769	28,28	54,43	22,12	44,27	171	99	0.551571446549	1.0	0.231,0.274	0.224,0.205	0.038
6771	"ENSG00000185122.6"	"HSF1"	chr8	+	145532719	145533277	145532719	145532728	145533140	145533277	6771	24,24	1,0	3,3	0,0	197	99	1	1.0	0.923,1.0	1.0,1.0	-0.038
6773	"ENSG00000185122.6"	"HSF1"	chr8	+	145533457	145534935	145533457	145533582	145534859	145534935	6773	24,27	101,95	18,12	90,66	197	99	0.300915730817	1.0	0.107,0.125	0.091,0.084	0.028
6774	"ENSG00000172939.4"	"OXSR1"	chr3	+	38284037	38284269	38284037	38284108	38284233	38284269	6774	9,17	0,3	6,4	1,1	197	99	0.50805729536	1.0	1.0,0.74	0.751,0.668	0.16
6775	"ENSG00000121281.8"	"ADCY7"	chr16	+	50321822	50322261	50321822	50321998	50322037	50322261	6775	7,5	0,1	13,8	1,0	137	99	0.732543433732	1.0	1.0,0.783	0.904,1.0	-0.06
677	"ENSG00000188529.10"	"SRSF10"	chr1	-	24297828	24298502	24297828	24297973	24298339	24298502	677	98,81	1,0	1,1	0,0	197	99	1	1.0	0.98,1.0	1.0,1.0	-0.01
