Gene	Ensembl_Gene_ID	Chromosome	Gene_start	Gene_end
RNA5SP165	ENSG00000252951	4	147745303	147745417
MIR4799	ENSG00000264274	4	147782595	147782668
RN7SL254P	ENSG00000240014	4	147808926	147809209
NR3C2	ENSG00000151623	4	148078762	148444698
ASS1P8	ENSG00000251418	4	148526493	148527139
RNA5SP166	ENSG00000201846	4	148557947	148558048
ATP5MGP4	ENSG00000225176	4	148703526	148703832
RNU7-197P	ENSG00000239168	4	148991572	148991633
LINC02430	ENSG00000250252	4	149147793	149154175
LINC02355	ENSG00000248210	4	149154279	149278123
IQCM	ENSG00000234828	4	149351709	149896233
AKIRIN2P1	ENSG00000251482	4	149789952	149790303
RNA5SP167	ENSG00000202331	4	149907560	149907675
RNU6-1230P	ENSG00000207121	4	149934376	149934483
DCLK2	ENSG00000170390	4	150078445	150257438
RNU7-194P	ENSG00000238721	4	150209706	150209768
LRBA	ENSG00000198589	4	150264435	151015727
MAB21L2	ENSG00000181541	4	150582151	150584693
ZBTB8OSP1	ENSG00000183432	4	150720981	150721478
RNA5SP168	ENSG00000252451	4	150970671	150970782
AK4P6	ENSG00000235606	4	151027090	151027617
RPS3A	ENSG00000145425	4	151099624	151104642
SNORD73B	ENSG00000201264	4	151102057	151102128
SH3D19	ENSG00000109686	4	151102751	151325605
SNORD73A	ENSG00000208797	4	151103827	151103891
PRSS48	ENSG00000189099	4	151277161	151291862
RNU6-1282P	ENSG00000252544	4	151300518	151300613
FHIP1A-DT	ENSG00000251611	4	151407551	151408835
FHIP1A	ENSG00000164142	4	151409176	151670503
RN7SKP35	ENSG00000253019	4	151576766	151576916
GATB	ENSG00000059691	4	151670504	151761007
RNA5SP169	ENSG00000253077	4	151971497	151971613
LINC02273	ENSG00000245954	4	152090459	152110157
RN7SL446P	ENSG00000244544	4	152264150	152264445
FBXW7	ENSG00000109670	4	152320544	152536092
FBXW7-AS1	ENSG00000270751	4	152337655	152338098
MIR3140	ENSG00000264678	4	152489327	152489416
MIR4453HG	ENSG00000268471	4	152536264	152539263
MIR4453	ENSG00000283792	4	152536428	152536516
RPS3AP18	ENSG00000243417	4	152551277	152552364
TMEM154	ENSG00000170006	4	152618628	152680012
TIGD4	ENSG00000169989	4	152769354	152779730
ARFIP1	ENSG00000164144	4	152779937	152918463
NSA2P6	ENSG00000250980	4	152796063	152796831
FAM192BP	ENSG00000231841	4	152927446	152928207
FHDC1	ENSG00000137460	4	152936323	152979671
TRIM2	ENSG00000109654	4	153152163	153339319
RNU6-1196P	ENSG00000252030	4	153265662	153265755
Y_RNA	ENSG00000201786	4	153266909	153267010
ANXA2P1	ENSG00000213406	4	153307792	153308717
MND1	ENSG00000121211	4	153344649	153415118
RN7SL419P	ENSG00000243883	4	153381729	153382015
TMEM131L	ENSG00000121210	4	153466346	153636711
WDR45P1	ENSG00000248208	4	153658572	153659653
TLR2	ENSG00000137462	4	153684070	153706260
RNF175	ENSG00000145428	4	153710160	153760024
SFRP2	ENSG00000145423	4	153780591	153789083
DCHS2	ENSG00000197410	4	154231742	154491799
PLRG1	ENSG00000171566	4	154535005	154550400
RNU6-1285P	ENSG00000200350	4	154543933	154544037
FGB	ENSG00000171564	4	154563011	154572807
FGA	ENSG00000171560	4	154583126	154590742
FGG	ENSG00000171557	4	154604134	154612967
LRAT	ENSG00000121207	4	154626945	154753120
NDUFB2P1	ENSG00000249074	4	154724586	154724880
RBM46	ENSG00000151962	4	154781213	154828813
RNU2-66P	ENSG00000222582	4	154787118	154787278
RNU2-44P	ENSG00000252604	4	154790291	154790484
MAP9-AS1	ENSG00000250910	4	155173716	155381694
NPY2R-AS1	ENSG00000250538	4	155206529	155209027
NPY2R	ENSG00000185149	4	155208636	155217078
MAP9	ENSG00000164114	4	155342658	155376970
YWHAEP4	ENSG00000250205	4	155381042	155381239
MTCYBP17	ENSG00000249247	4	155451617	155452405
MTND6P17	ENSG00000249770	4	155452526	155453044
MTND5P9	ENSG00000248748	4	155453049	155454803
MTND4P8	ENSG00000248548	4	155455050	155456411
MTND3P3	ENSG00000249127	4	155456638	155456981
MTCO3P9	ENSG00000249698	4	155457180	155457960
MTATP6P9	ENSG00000248420	4	155457961	155458640
MTCO2P9	ENSG00000249386	4	155458870	155459563
MTCO1P9	ENSG00000251223	4	155459704	155461237
MTND2P33	ENSG00000248907	4	155461633	155462663
MTND1P22	ENSG00000251407	4	155462873	155463823
GUCY1A1	ENSG00000164116	4	155666726	155737059
GUCY1B1	ENSG00000061918	4	155758992	155807811
ASIC5	ENSG00000256394	4	155829729	155866277
TDO2	ENSG00000151790	4	155854738	155920406
CTSO	ENSG00000256043	4	155921580	155953912
FTH1P21	ENSG00000249013	4	156006478	156006988
LINC02272	ENSG00000251283	4	156634494	156642454
PDGFC	ENSG00000145431	4	156760454	156971799
RPPH1-3P	ENSG00000252350	4	156986372	156986693
Y_RNA	ENSG00000252524	4	157064557	157064663
GLRB	ENSG00000109738	4	157076125	157172090
RNU6-582P	ENSG00000199859	4	157201562	157201668
GRIA2	ENSG00000120251	4	157204182	157387146
LINC02433	ENSG00000234111	4	157572490	157576154
Y_RNA	ENSG00000200521	4	157768013	157768113
RPL6P11	ENSG00000250475	4	157968412	157969615
GASK1B	ENSG00000164125	4	158124474	158173318
GASK1B-AS1	ENSG00000248429	4	158170752	158202877
NUDT19P5	ENSG00000251073	4	158182825	158183393
TMEM144	ENSG00000164124	4	158201604	158255416
AIDAP2	ENSG00000251429	4	158270378	158278676
RXFP1	ENSG00000171509	4	158315311	158653372
RNU4-79P	ENSG00000199634	4	158395394	158395534
C4orf46	ENSG00000205208	4	158666675	158672255
ETFDH	ENSG00000171503	4	158671968	158710742
U3	ENSG00000271817	4	158700691	158700909
PPID	ENSG00000171497	4	158709127	158723396
FNIP2	ENSG00000052795	4	158769026	158908050
RNU6-128P	ENSG00000206703	4	158794590	158794696
C4orf45	ENSG00000164123	4	158893134	159038760
SNORD39	ENSG00000274535	4	158909373	158909450
PSME2P3	ENSG00000248988	4	159007119	159007835
FABP5P12	ENSG00000249367	4	159026139	159026527
Y_RNA	ENSG00000206978	4	159064297	159064398
RAPGEF2	ENSG00000109756	4	159103013	159360174
MIR3688-1	ENSG00000264105	4	159128802	159128894
MIR3688-2	ENSG00000283379	4	159128805	159128891
LINC02233	ENSG00000250488	4	159665833	159777828
LINC02477	ENSG00000249425	4	160539254	160586817
RPS14P7	ENSG00000242635	4	160818422	160818869
FSTL5	ENSG00000168843	4	161383897	162164004
MTHFD2P4	ENSG00000251253	4	162322188	162323907
TOMM22P4	ENSG00000248396	4	162521682	162522041
MIR4454	ENSG00000283468	4	163093574	163093628
NAF1	ENSG00000145414	4	163110073	163166890
NPY1R	ENSG00000164128	4	163323962	163344832
NPY5R	ENSG00000164129	4	163343892	163351934
RPL35AP12	ENSG00000227283	4	163382179	163382516
TKTL2	ENSG00000151005	4	163471095	163473754
TMA16	ENSG00000198498	4	163494442	163520539
MARCHF1	ENSG00000145416	4	163524298	164384050
RN7SKP105	ENSG00000253001	4	163828800	163829113
YWHAQP4	ENSG00000177803	4	163932526	163933182
ANP32C	ENSG00000248546	4	164197007	164197711
RNU6-284P	ENSG00000223037	4	164620732	164620837
CHORDC1P3	ENSG00000248162	4	164725310	164726706
SMIM31	ENSG00000248771	4	164754064	164803795
RNU6-668P	ENSG00000201050	4	164787290	164787396
APELA	ENSG00000248329	4	164877178	164898965
TRIM60P14	ENSG00000250227	4	164915565	164916983
FAM218BP	ENSG00000221891	4	164929494	164929951
NACA3P	ENSG00000121089	4	164943290	164943937
TRIM61	ENSG00000183439	4	164954446	164977668
FAM218A	ENSG00000250486	4	164956948	164959122
TRIM60	ENSG00000176979	4	165016458	165041749
TRIM75	ENSG00000250374	4	165053866	165060554
TMEM192	ENSG00000170088	4	165070608	165208549
KLHL2	ENSG00000109466	4	165207561	165323156
RNU4-87P	ENSG00000200974	4	165252580	165252661
GK3P	ENSG00000229894	4	165277807	165279704
MSMO1	ENSG00000052802	4	165327667	165343164
CPE	ENSG00000109472	4	165361194	165498547
MIR578	ENSG00000207559	4	165386242	165386337
HADHAP1	ENSG00000251596	4	165404067	165406350
SCGB1D5P	ENSG00000248287	4	165517255	165517501
NOL8P1	ENSG00000248327	4	165547532	165551060
LINC01179	ENSG00000249500	4	165684639	165762778
TLL1	ENSG00000038295	4	165873237	166104457
RNA5SP170	ENSG00000252959	4	166053187	166053287
Y_RNA	ENSG00000206711	4	166312935	166313034
SPOCK3	ENSG00000196104	4	166733384	167234796
RNA5SP171	ENSG00000212373	4	166918364	166918478
RN7SL776P	ENSG00000240772	4	167400495	167400762
PHB1P14	ENSG00000248913	4	167648430	167648796
RN7SKP188	ENSG00000222721	4	167662986	167663302
ANXA10	ENSG00000109511	4	168092537	168187736
DDX60	ENSG00000137628	4	168216291	168318883
DDX60L	ENSG00000181381	4	168356735	168537786
PALLD	ENSG00000129116	4	168497052	168928457
BTF3L4P4	ENSG00000229226	4	168598240	168598757
PALLD-AS1	ENSG00000249623	4	168647896	168648587
RNU6-1336P	ENSG00000206613	4	168686608	168686716
RPL9P16	ENSG00000214676	4	168755816	168756382
CBR4	ENSG00000145439	4	168863770	169010275
RNU6-853P	ENSG00000201176	4	168885355	168885461
RNY4P17	ENSG00000201818	4	169005249	169005344
CBR4-DT	ENSG00000251445	4	169010430	169010939
SH3RF1	ENSG00000154447	4	169094259	169270956
RPL6P12	ENSG00000214671	4	169166272	169167117
NEK1	ENSG00000137601	4	169369704	169612632
CLCN3	ENSG00000109572	4	169612633	169723673
HPF1	ENSG00000056050	4	169729470	169757944
PTGES3P3	ENSG00000229204	4	169791221	169791702
LINC02275	ENSG00000248319	4	169917761	169975953
MFAP3L	ENSG00000198948	4	169986597	170033031
AADAT	ENSG00000109576	4	170060222	170091699
APOBEC3AP1	ENSG00000248822	4	170099818	170100104
LINC01612	ENSG00000250266	4	170226535	170284881
LINC02512	ENSG00000251061	4	170343089	170372311
HSP90AA6P	ENSG00000181359	4	170581470	170605450
LINC02382	ENSG00000250968	4	170742469	170743718
RNU6ATAC13P	ENSG00000251961	4	170891467	170891597
LINC02431	ENSG00000248872	4	171040564	171059163
MIR6082	ENSG00000278502	4	171186184	171186292
LINC02504	ENSG00000248339	4	171289475	171298267
LINC02174	ENSG00000249297	4	171536034	171638763
GALNTL6	ENSG00000174473	4	171812254	173041559
GALNT7-DT	ENSG00000245213	4	173094868	173169652
RN7SL253P	ENSG00000241652	4	173141643	173141938
GALNT7	ENSG00000109586	4	173168811	173323967
MIR548T	ENSG00000221296	4	173268160	173268233
HMGB2	ENSG00000164104	4	173331376	173334432
SAP30-DT	ENSG00000272870	4	173349543	173370721
SAP30	ENSG00000164105	4	173369969	173377532
SCRG1	ENSG00000164106	4	173384701	173406380
RPL5P11	ENSG00000242882	4	173419245	173420137
RNU6-1096P	ENSG00000252898	4	173446603	173446704
HAND2	ENSG00000164107	4	173524969	173530229
HAND2-AS1	ENSG00000237125	4	173527270	173659696
MORF4	ENSG00000234801	4	173615936	173616906
RANP6	ENSG00000213370	4	173633728	173634371
LINC02269	ENSG00000250708	4	173699082	174001488
LINC02268	ENSG00000248174	4	174061732	174220398
FBXO8	ENSG00000164117	4	174236658	174283667
CEP44	ENSG00000164118	4	174283730	174333380
MIR4276	ENSG00000265846	4	174423795	174423864
HPGD	ENSG00000164120	4	174490175	174523154
GLRA3	ENSG00000145451	4	174636920	174829247
ADAM29	ENSG00000168594	4	174829668	174978180
TSEN2P1	ENSG00000251174	4	175494614	175496000
ADAM20P2	ENSG00000248574	4	175574868	175576140
GPM6A	ENSG00000150625	4	175632934	176002664
GPM6A-DT	ENSG00000249106	4	175790307	175812189
MARK2P4	ENSG00000250372	4	176012038	176014417
WDR17	ENSG00000150627	4	176065841	176182818
SPATA4	ENSG00000150628	4	176184579	176195585
ASB5	ENSG00000164122	4	176213673	176277571
SPCS3-AS1	ENSG00000248980	4	176308268	176320458
SPCS3	ENSG00000129128	4	176319966	176332245
VEGFC	ENSG00000150630	4	176683538	176792922
LINC02509	ENSG00000250263	4	176875688	176908031
RN7SKP136	ENSG00000222859	4	177181442	177181741
NEIL3	ENSG00000109674	4	177309874	177362936
AGA	ENSG00000038002	4	177430774	177442437
AGA-DT	ENSG00000250131	4	177442519	177681381
RNA5SP172	ENSG00000201931	4	177457111	177457228
LINC01098	ENSG00000231171	4	177728757	178028971
LINC01099	ENSG00000251504	4	177729638	177907936
RNU1-45P	ENSG00000253000	4	178116721	178116861
RNA5SP173	ENSG00000201727	4	178406695	178406830
NDUFB5P1	ENSG00000251025	4	180573464	180574027
LINC00290	ENSG00000248197	4	181064089	181159149
LINC02500	ENSG00000249460	4	181260442	181265145
TEMN3-AS1	ENSG00000251336	4	181820019	181829973
RN7SKP13	ENSG00000251742	4	181834865	181835108
TENM3-AS1	ENSG00000177822	4	181874438	182145249
CCNHP1	ENSG00000251433	4	181905790	181906467
TENM3	ENSG00000218336	4	182143987	182803024
MIR1305	ENSG00000221227	4	182169293	182169378
RNU2-34P	ENSG00000252343	4	182548659	182548779
RN7SKP67	ENSG00000251714	4	182631454	182631688
DCTD	ENSG00000129187	4	182890060	182917936
CIBAR1P2	ENSG00000230219	4	183037665	183040119
WWC2-AS2	ENSG00000251359	4	183097017	183099199
WWC2	ENSG00000151718	4	183099257	183320777
WWC2-AS1	ENSG00000251128	4	183233628	183240634
CLDN22	ENSG00000177300	4	183318100	183320276
CLDN24	ENSG00000185758	4	183321764	183322426
CDKN2AIP	ENSG00000168564	4	183444635	183449064
VTI1BP2	ENSG00000213434	4	183483490	183484185
ING2-DT	ENSG00000232648	4	183494884	183504494
ING2	ENSG00000168556	4	183505058	183512429
RWDD4	ENSG00000182552	4	183639635	183659203
RNU6-479P	ENSG00000252157	4	183653572	183653676
TRAPPC11	ENSG00000168538	4	183659267	183713594
RNU6-335P	ENSG00000201433	4	183675603	183675715
RNU6-1053P	ENSG00000251739	4	183705931	183706031
STOX2	ENSG00000173320	4	183797692	184023526
ENPP6	ENSG00000164303	4	184088706	184221230
RPL6P16	ENSG00000240159	4	184254509	184255330
RN7SL28P	ENSG00000244512	4	184278936	184279233
MYL12BP2	ENSG00000227765	4	184299129	184299640
LINC02363	ENSG00000180712	4	184334292	184353977
LINC02362	ENSG00000249096	4	184365180	184382416
IRF2	ENSG00000168310	4	184385702	184474558
SNORD79	ENSG00000251878	4	184431966	184432049
IRF2-DT	ENSG00000271646	4	184474802	184477304
LINC02427	ENSG00000271538	4	184503271	184537626
LINC02365	ENSG00000254233	4	184584093	184625030
CASP3	ENSG00000164305	4	184627696	184650062
PRIMPOL	ENSG00000164306	4	184649667	184694963
CENPU	ENSG00000151725	4	184694085	184734130
ACSL1	ENSG00000151726	4	184755595	184826818
SLED1	ENSG00000249138	4	184798296	184799046
MIR3945HG	ENSG00000251230	4	184843296	184855751
MIR3945	ENSG00000266698	4	184851013	184851110
LINC01093	ENSG00000249173	4	184892858	184899553
TRPC6P7	ENSG00000251147	4	184910889	184911352
MIR4455	ENSG00000263458	4	184938383	184938440
LINC02437	ENSG00000248517	4	184988997	185005186
HELT	ENSG00000187821	4	185018490	185020953
LINC02436	ENSG00000250754	4	185051081	185115500
SLC25A4	ENSG00000151729	4	185143266	185150382
CFAP97	ENSG00000164323	4	185159665	185209504
SNX25	ENSG00000109762	4	185204237	185370185
LRP2BP	ENSG00000109771	4	185363872	185395924
LRP2BP-AS1	ENSG00000250410	4	185370725	185390928
ANKRD37	ENSG00000186352	4	185396021	185400628
UFSP2	ENSG00000109775	4	185399537	185425979
Y_RNA	ENSG00000207231	4	185415973	185416086
C4orf47	ENSG00000205129	4	185426249	185449826
CCDC110	ENSG00000168491	4	185445182	185471752
PDLIM3	ENSG00000154553	4	185500660	185535507
SORBS2	ENSG00000154556	4	185585444	185956652
SORBS2-AS1	ENSG00000233110	4	185587909	185594003
Y_RNA	ENSG00000207497	4	185709873	185709967
RNU4-64P	ENSG00000222727	4	186026456	186026586
TLR3	ENSG00000164342	4	186068911	186088073
FAM149A	ENSG00000109794	4	186104419	186175337
RPSAP70	ENSG00000250327	4	186157896	186158843
LTO1P1	ENSG00000251008	4	186170863	186171257
FLJ38576	ENSG00000279943	4	186189032	186191490
CYP4V2	ENSG00000145476	4	186191567	186213463
KLKB1	ENSG00000164344	4	186226438	186258471
F11	ENSG00000088926	4	186266189	186289681
F11-AS1	ENSG00000251165	4	186286094	186500997
SLC25A5P6	ENSG00000213332	4	186328716	186329601
RNU6-1055P	ENSG00000212387	4	186501109	186501215
MTNR1A	ENSG00000168412	4	186526792	186555567
FAT1	ENSG00000083857	4	186587794	186726722
MRPS36P2	ENSG00000249539	4	186900540	186900838
LINC02374	ENSG00000249747	4	187201986	187209346
LINC02514	ENSG00000250042	4	187370648	187371921
LINC02515	ENSG00000250620	4	187408232	187415748
LINC02492	ENSG00000250590	4	187532873	187672755
ADAM20P3	ENSG00000249162	4	187746094	187748199
ZFP42	ENSG00000179059	4	187995771	188005046
TRIML2	ENSG00000179046	4	188091272	188109603
RNU6-173P	ENSG00000201085	4	188121531	188121634
TRIML1	ENSG00000184108	4	188139441	188147743
LINC02434	ENSG00000248370	4	188159705	188161157
RPL7AP27	ENSG00000242169	4	188349376	188350024
ICE2P1	ENSG00000248880	4	188387471	188389666
LINC01060	ENSG00000249378	4	188400736	188681051
RNU7-192P	ENSG00000252275	4	188716665	188716725
LINC02508	ENSG00000251619	4	188776657	188785511
HSP90AA4P	ENSG00000205100	4	189472965	189475192
LINC01262	ENSG00000250739	4	189659605	189661486
RNU1-51P	ENSG00000202215	4	189709539	189709714
FRG1-DT	ENSG00000245685	4	189764391	189940733
LINC01596	ENSG00000250666	4	189881515	189884868
FRG1	ENSG00000109536	4	189940870	189963202
MLLT10P2	ENSG00000249462	4	189973599	189973847
TUBB7P	ENSG00000251297	4	189982523	189984871
RNA5SP174	ENSG00000199572	4	190015138	190015255
RNA5SP175	ENSG00000201145	4	190017696	190017814
DUX4L9	ENSG00000224807	4	190021407	190022665
FRG2	ENSG00000205097	4	190024367	190027257
RARRES2P4	ENSG00000250053	4	190037916	190038399
AGGF1P1	ENSG00000214273	4	190041342	190043414
CLUHP4	ENSG00000249003	4	190057902	190063005
DBET	ENSG00000281591	4	190064502	190067864
DUX4L8	ENSG00000281720	4	190067935	190069209
DUX4L7	ENSG00000281652	4	190071232	190072506
DUX4L6	ENSG00000281058	4	190074525	190075799
DUX4L5	ENSG00000280799	4	190077818	190079092
DUX4L4	ENSG00000258834	4	190081118	190082386
DUX4L1	ENSG00000280757	4	190084412	190085686
DUX4L3	ENSG00000281627	4	190087705	190088979
DUX4L2	ENSG00000280457	4	190091005	190092279
DUX4	ENSG00000260596	4	190173774	190185942
RPL23AP84	ENSG00000261914	4	190195727	190196190
PLEKHG4B	ENSG00000153404	5	92168	189972
Y_RNA	ENSG00000199540	5	144087	144197
LRRC14B	ENSG00000185028	5	191495	196334
CCDC127	ENSG00000164366	5	196868	218153
SDHA	ENSG00000073578	5	218303	257082
PDCD6-DT	ENSG00000248925	5	269295	271516
PDCD6	ENSG00000249915	5	271621	314974
PDCD6-AHRR	ENSG00000288622	5	271670	438291
AHRR	ENSG00000063438	5	321714	438291
EXOC3-AS1	ENSG00000221990	5	441498	443160
EXOC3	ENSG00000180104	5	443175	471937
PP7080	ENSG00000188242	5	466124	473098
SLC9A3	ENSG00000066230	5	470456	524449
SLC9A3-AS1	ENSG00000225138	5	473236	480884
MIR4456	ENSG00000264233	5	535840	535882
CEP72-DT	ENSG00000249650	5	602620	612210
CEP72	ENSG00000112877	5	612340	667168
TPPP	ENSG00000171368	5	659862	693352
ZDHHC11B	ENSG00000206077	5	710355	784729
BRD9P2	ENSG00000249908	5	767382	768930
ZDHHC11	ENSG00000188818	5	795605	858973
SPCS2P3	ENSG00000247872	5	816346	817001
BRD9	ENSG00000028310	5	850291	892801
TRIP13	ENSG00000071539	5	892884	919357
LINC02982	ENSG00000215246	5	987180	997342
NKD2	ENSG00000145506	5	1008802	1038943
SLC12A7	ENSG00000113504	5	1050384	1112063
MIR4635	ENSG00000263834	5	1062896	1062974
TERLR1	ENSG00000249201	5	1173141	1178605
SLC6A19	ENSG00000174358	5	1201595	1225111
SLC6A18	ENSG00000164363	5	1225381	1246189
TERT	ENSG00000164362	5	1253147	1295068
MIR4457	ENSG00000263670	5	1309310	1309377
CLPTM1L	ENSG00000049656	5	1317752	1345099
LINC01511	ENSG00000250584	5	1353896	1380107
MTCO2P32	ENSG00000248951	5	1370543	1370945
SLC6A3	ENSG00000142319	5	1392794	1445440
LPCAT1	ENSG00000153395	5	1456480	1523962
MIR6075	ENSG00000273742	5	1510762	1510856
SDHAP3	ENSG00000185986	5	1572222	1593289
PDCD6P1	ENSG00000188002	5	1598920	1633984
MIR4277	ENSG00000263746	5	1708785	1708868
MRPL36	ENSG00000171421	5	1798385	1801366
NDUFS6	ENSG00000145494	5	1801407	1816048
LINC02116	ENSG00000250417	5	1855970	1856568
IRX4	ENSG00000113430	5	1877413	1887236
IRX4-AS1	ENSG00000249116	5	1883315	1884758
CTD-2194D22.4	ENSG00000249326	5	1887332	1900493
Y_RNA	ENSG00000201026	5	2184710	2184820
LSINCT5	ENSG00000281560	5	2712591	2715237
IRX2	ENSG00000170561	5	2745845	2751677
IRX2-DT	ENSG00000186493	5	2752131	2755397
LINC01377	ENSG00000249808	5	3177835	3181489
LINC01019	ENSG00000248118	5	3357264	3536094
LINC02162	ENSG00000249830	5	3452816	3461660
LINC01017	ENSG00000250716	5	3496229	3504004
IRX1	ENSG00000170549	5	3595832	3601403
LINC02063	ENSG00000250921	5	4135638	4147429
LINC02114	ENSG00000249521	5	4773481	4774865
LINC01020	ENSG00000215231	5	4987789	5070314
LINC02121	ENSG00000250529	5	5069192	5078311
RN7SKP73	ENSG00000223007	5	5126046	5126337
ADAMTS16-DT	ENSG00000250579	5	5132084	5140153
ADAMTS16	ENSG00000145536	5	5140330	5320304
ALG3P1	ENSG00000251568	5	5375723	5376836
MTCO1P30	ENSG00000248729	5	5395378	5395957
MTCO2P30	ENSG00000250808	5	5395972	5396335
MTCO1P31	ENSG00000251476	5	5396477	5396968
ICE1	ENSG00000164151	5	5420664	5490220
HMGB3P3	ENSG00000250730	5	6289857	6290624
LINC02145	ENSG00000250490	5	6310441	6339884
MED10	ENSG00000133398	5	6371874	6378571
UBE2QL1	ENSG00000215218	5	6448859	6496723
LINC01018	ENSG00000250056	5	6582136	6600288
NSUN2	ENSG00000037474	5	6599239	6633291
SRD5A1	ENSG00000145545	5	6633427	6674386
LINC02102	ENSG00000248677	5	6686325	6707711
TENT4A	ENSG00000112941	5	6713432	6757044
LINC02236	ENSG00000251365	5	6765891	6833120
MIR4278	ENSG00000283420	5	6827853	6827921
LINC02196	ENSG00000250974	5	6839460	7219291
RN7SKP79	ENSG00000200243	5	6848127	6848462
RNA5SP176	ENSG00000212258	5	7047227	7047336
Metazoa_SRP	ENSG00000237611	5	7239781	7240018
LINC02123	ENSG00000250668	5	7346986	7348671
LINC02142	ENSG00000223597	5	7373115	7391907
ADCY2	ENSG00000078295	5	7396138	7830081
C5orf49	ENSG00000215217	5	7830378	7851151
MTRR	ENSG00000124275	5	7851186	7906025
FASTKD3	ENSG00000124279	5	7859159	7869037
RNU1-76P	ENSG00000199773	5	7980146	7980304
LINC02226	ENSG00000245729	5	8333481	8457558
MIR4458HG	ENSG00000247516	5	8450701	8486930
MIR4458	ENSG00000284000	5	8460925	8460999
MTND6P2	ENSG00000250389	5	8618581	8619104
MTCYBP37	ENSG00000248765	5	8619178	8620310
LINC02199	ENSG00000250198	5	8839699	8898052
SEMA5A	ENSG00000112902	5	9035033	9546075
MIR4636	ENSG00000266415	5	9053816	9053895
SEMA5A-AS1	ENSG00000251370	5	9511333	9518086
SNHG18	ENSG00000250786	5	9546170	9550725
SNORD123	ENSG00000239112	5	9548836	9548905
TAS2R1	ENSG00000169777	5	9627347	9712378
LINC02112	ENSG00000249781	5	9641305	9903852
RNA5SP177	ENSG00000222054	5	9760907	9761013
LINC02221	ENSG00000250814	5	9854371	9899970
ATPSCKMT	ENSG00000150756	5	10225507	10249897
CCT5	ENSG00000150753	5	10249929	10266389
CMBL	ENSG00000164237	5	10275875	10307902
Y_RNA	ENSG00000252341	5	10292041	10292148
Y_RNA	ENSG00000252671	5	10337277	10337386
MARCHF6	ENSG00000145495	5	10353695	10440388
ROPN1L-AS1	ENSG00000250600	5	10440983	10441826
ROPN1L	ENSG00000145491	5	10441524	10472029
MIR6131	ENSG00000277073	5	10478037	10478145
LINC01513	ENSG00000246016	5	10479371	10482309
RPL30P7	ENSG00000244361	5	10488820	10489142
LINC02212	ENSG00000249396	5	10493291	10502728
LINC02213	ENSG00000249160	5	10504996	10522084
ANKRD33B	ENSG00000164236	5	10564070	10657816
ANKRD33B-AS1	ENSG00000250106	5	10627260	10628225
DAP	ENSG00000112977	5	10679230	10761234
DAP-DT	ENSG00000272324	5	10761065	10770294
CTNND2	ENSG00000169862	5	10971836	11904446
RNU6-429P	ENSG00000207312	5	11027200	11027307
RNU6-679P	ENSG00000212305	5	12297399	12297504
LINC01194	ENSG00000248131	5	12574830	12804363
LINC02220	ENSG00000248457	5	12914068	13032886
RPS23P5	ENSG00000242608	5	13250235	13250662
NENFP3	ENSG00000248462	5	13553654	13553966
DNAH5	ENSG00000039139	5	13690328	14011818
TRIO	ENSG00000038382	5	14143342	14532128
OTULINL	ENSG00000145569	5	14581792	14616180
CCT6P2	ENSG00000250526	5	14639426	14641018
EEF1A1P13	ENSG00000250182	5	14651941	14653329
OTULIN-DT	ENSG00000261360	5	14661808	14664604
OTULIN	ENSG00000154124	5	14664664	14699850
ANKH	ENSG00000154122	5	14704800	14871778
RBBP4P1	ENSG00000249485	5	14797125	14798400
MIR4637	ENSG00000264792	5	14825929	14826012
ANKH-DT	ENSG00000272057	5	14872332	14872713
UQCRBP3	ENSG00000249928	5	14874400	14874711
HNRNPKP5	ENSG00000250662	5	14877667	14877919
SEPHS2P1	ENSG00000250247	5	14960232	14961393
U8	ENSG00000202269	5	15110786	15110920
LINC02149	ENSG00000249332	5	15112120	15266541
MARK2P5	ENSG00000248834	5	15384220	15384853
FBXL7	ENSG00000183580	5	15500180	15939795
CTD-2350J17.1	ENSG00000250250	5	15602189	15619109
MIR887	ENSG00000216077	5	15935182	15935260
RNA5SP178	ENSG00000222312	5	16033229	16033356
MARCHF11	ENSG00000183654	5	16067139	16180762
MARCHF11-AS1	ENSG00000250981	5	16129114	16141737
MARCHF11-DT	ENSG00000250448	5	16180238	16185585
NACAP6	ENSG00000248403	5	16192088	16192709
LINC02150	ENSG00000248150	5	16373361	16440081
ZNF622	ENSG00000173545	5	16451519	16465800
RETREG1	ENSG00000154153	5	16473038	16617101
RETREG1-AS1	ENSG00000246214	5	16615926	16681905
Y_RNA	ENSG00000201370	5	16623004	16623095
MYO10	ENSG00000145555	5	16661907	16936288
RNA5SP179	ENSG00000253093	5	16853994	16854114
RPS26P28	ENSG00000243538	5	16902294	16902641
RNU6-660P	ENSG00000201436	5	16941843	16941951
BASP1	ENSG00000176788	5	17065598	17276843
BASP1-AS1	ENSG00000215196	5	17089296	17217047
Y_RNA	ENSG00000206814	5	17117576	17117686
RNA5SP180	ENSG00000251990	5	17156971	17157071
DCAF13P2	ENSG00000250816	5	17202274	17203145
RNU6-1003P	ENSG00000252908	5	17240611	17240715
RN7SKP133	ENSG00000201715	5	17345616	17345955
FTH1P10	ENSG00000223361	5	17353695	17354624
LINC02111	ENSG00000250822	5	17378906	17387310
LINC02217	ENSG00000248455	5	17403889	17443619
LINC02218	ENSG00000249662	5	17444010	17486829
H3Y2	ENSG00000268799	5	17490967	17492076
