ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
6410	"ENSG00000175334.3"	"BANF1"	chr11	+	65770051	65770541	65770051	65770290	65770705	65770924	6410	7,26	0,1	12,9	1,1	197	99	0.409420132937	1.0	1.0,0.929	0.858,0.819	0.126
6411	"ENSG00000175334.3"	"BANF1"	chr11	+	65770051	65770541	65770051	65770077	65770705	65770924	6411	1,4	2,4	5,4	2,1	197	99	0.237612560152	1.0	0.201,0.334	0.557,0.668	-0.345
6413	"ENSG00000175334.3"	"BANF1"	chr11	+	65770051	65770290	65770051	65770077	65770705	65770924	6413	0,1	1,4	1,1	2,1	197	99	0.515689244132	1.0	0.0,0.112	0.201,0.334	-0.212
6414	"ENSG00000066084.8"	"DIP2B"	chr12	+	51076920	51077031	51076920	51077013	51079615	51079739	6414	32,19	6,1	25,21	3,2	116	99	0.878179173599	1.0	0.82,0.942	0.877,0.9	-0.008
6416	"ENSG00000028137.12"	"TNFRSF1B"	chr1	+	12254011	12254151	12254011	12254089	12254640	12254675	6416	2,4	37,23	0,0	11,15	160	99	0.404837678339	1.0	0.032,0.097	0.0,0.0	0.065
6422	"ENSG00000125450.6"	"NUP85"	chr17	+	73230712	73230889	73230712	73230883	73231194	73231296	6422	6,2	115,57	1,1	32,27	104	99	0.67313857156	1.0	0.047,0.032	0.029,0.034	0.008
6428	"ENSG00000114631.10"	"PODXL2"	chr3	+	127387283	127387440	127387283	127387427	127387983	127388045	6428	21,0	0,0	28,24	1,0	111	99	1	1.0	1.0,NA	0.961,1.0	0.02
642	"ENSG00000117758.9"	"STX12"	chr1	+	28144361	28144464	28144361	28144434	28146160	28146243	642	1,3	13,32	1,1	14,12	128	99	0.859137192297	1.0	0.056,0.068	0.052,0.061	0.006
6432	"ENSG00000144504.11"	"ANKMY1"	chr2	-	241494282	241494472	241494377	241494472	241492330	241492474	6432	1,9	0,1	4,7	0,0	193	99	1	1.0	1.0,0.822	1.0,1.0	-0.089
6436	"ENSG00000116679.11"	"IVNS1ABP"	chr1	-	185275616	185275832	185275810	185275832	185274667	185274775	6436	47,36	2,0	2,1	0,0	197	99	1	1.0	0.922,1.0	1.0,1.0	-0.039
6437	"ENSG00000116679.11"	"IVNS1ABP"	chr1	-	185270103	185270328	185270223	185270328	185269568	185269690	6437	339,222	6,1	31,50	0,0	197	99	0.311008510019	1.0	0.966,0.991	1.0,1.0	-0.022
6438	"ENSG00000116679.11"	"IVNS1ABP"	chr1	-	185274646	185274775	185274667	185274775	185270565	185270695	6438	1,1	144,128	1,0	218,193	119	99	1	1.0	0.006,0.006	0.004,0.0	0.004
643	"ENSG00000121486.7"	"TRMT1L"	chr1	-	185125609	185126116	185126005	185126116	185120956	185121067	643	48,13	1,0	6,6	0,0	197	99	1	1.0	0.96,1.0	1.0,1.0	-0.02
6441	"ENSG00000118961.10"	"C2orf43"	chr2	-	21001051	21001225	21001069	21001225	20990014	20990158	6441	1,2	40,21	2,1	41,31	116	99	0.787729220677	1.0	0.021,0.075	0.04,0.027	0.014
6444	"ENSG00000099622.9"	"CIRBP"	chr19	+	1271327	1271466	1271327	1271364	1271549	1271631	6444	368,334	19,12	411,297	13,10	197	99	0.325725115205	1.0	0.907,0.933	0.941,0.937	-0.019
6445	"ENSG00000099622.9"	"CIRBP"	chr19	+	1271334	1271451	1271334	1271364	1271549	1271631	6445	27,14	19,9	1,2	1,1	185	99	0.916282168329	1.0	0.432,0.454	0.349,0.517	0.01
6446	"ENSG00000099622.9"	"CIRBP"	chr19	+	1269330	1269409	1269330	1269364	1270865	1271035	6446	562,280	1,0	218,244	0,0	143	99	1	1.0	0.997,1.0	1.0,1.0	-0.002
6450	"ENSG00000144357.12"	"UBR3"	chr2	+	170799002	170799144	170799002	170799082	170802797	170802902	6450	3,30	1,1	6,11	0,0	160	99	1	1.0	0.65,0.949	1.0,1.0	-0.201
6454	"ENSG00000144357.12"	"UBR3"	chr2	+	170937054	170937237	170937054	170937194	170938235	170940641	6454	5,4	86,58	0,0	17,17	141	99	0.269594081054	1.0	0.039,0.046	0.0,0.0	0.042
6456	"ENSG00000144357.12"	"UBR3"	chr2	+	170937054	170937219	170937054	170937194	170938235	170940641	6456	4,3	86,58	0,0	3,3	123	99	1	1.0	0.036,0.04	0.0,0.0	0.038
6457	"ENSG00000144357.12"	"UBR3"	chr2	+	170863600	170863712	170863600	170863700	170865313	170865450	6457	10,21	43,30	10,9	44,34	110	99	0.214863492823	1.0	0.173,0.387	0.17,0.192	0.099
6458	"ENSG00000144357.12"	"UBR3"	chr2	+	170911969	170912126	170911969	170912094	170917588	170917696	6458	3,0	89,42	0,0	7,7	130	99	1	1.0	0.025,0.0	0.0,0.0	0.013
6459	"ENSG00000144357.12"	"UBR3"	chr2	+	170850832	170850966	170850832	170850930	170857813	170857924	6459	117,47	1,0	33,37	0,0	134	99	0.869612194631	1.0	0.989,1.0	1.0,1.0	-0.006
645	"ENSG00000121486.7"	"TRMT1L"	chr1	-	185089490	185089641	185089514	185089641	185087229	185089403	645	0,0	71,53	1,0	94,75	122	99	1	1.0	0.0,0.0	0.009,0.0	-0.004
6460	"ENSG00000144357.12"	"UBR3"	chr2	+	170863499	170863712	170863499	170863700	170871790	170871876	6460	19,11	1,0	1,0	0,0	110	99	1	1.0	0.945,1.0	1.0,NA	-0.028
6462	"ENSG00000144357.12"	"UBR3"	chr2	+	170782128	170782257	170782128	170782161	170783201	170783254	6462	16,61	1,0	23,32	0,0	194	99	0.357637343089	1.0	0.891,1.0	1.0,1.0	-0.054
6463	"ENSG00000137074.14"	"APTX"	chr9	-	32988080	32988127	32988089	32988127	32987541	32987729	6463	36,38	3,3	51,40	2,1	107	99	0.268791787261	1.0	0.917,0.921	0.959,0.974	-0.047
6464	"ENSG00000137074.14"	"APTX"	chr9	-	32984619	32984855	32984628	32984855	32974455	32974559	6464	0,0	53,23	0,1	51,48	107	99	0.854627827195	1.0	0.0,0.0	0.0,0.019	-0.009
6465	"ENSG00000137074.14"	"APTX"	chr9	-	33024997	33025166	33025020	33025166	32989756	32989893	6465	24,9	0,2	24,20	1,1	121	99	0.712451024845	1.0	1.0,0.786	0.952,0.942	-0.054
6466	"ENSG00000137074.14"	"APTX"	chr9	-	33024801	33025110	33025020	33025110	32989756	32989893	6466	0,0	0,2	1,1	1,2	197	99	1	1.0	NA,0.0	0.334,0.201	-0.268
6467	"ENSG00000137074.14"	"APTX"	chr9	-	32987541	32987840	32987757	32987840	32985968	32986028	6467	90,62	1,0	40,44	0,0	197	99	0.630379700309	1.0	0.978,1.0	1.0,1.0	-0.011
6469	"ENSG00000156876.8"	"SASS6"	chr1	-	100573183	100573560	100573365	100573560	100572929	100573109	6469	27,70	0,1	44,61	0,0	197	99	1	1.0	1.0,0.972	1.0,1.0	-0.014
646	"ENSG00000078699.17"	"CBFA2T2"	chr20	+	32212569	32212823	32212569	32212627	32216155	32216241	646	107,55	1,0	3,3	0,0	197	99	1	1.0	0.982,1.0	1.0,1.0	-0.009
6472	"ENSG00000272578.1"	"AP000347.2"	chr22	-	24051972	24052054	24052014	24052054	24051316	24051428	6472	36,22	0,1	2,1	0,0	140	99	1	1.0	1.0,0.94	1.0,1.0	-0.03
6477	"ENSG00000116580.14"	"GON4L"	chr1	-	155744753	155744964	155744792	155744964	155742856	155743001	6477	7,11	32,20	3,3	26,18	137	99	0.129535724048	1.0	0.136,0.284	0.077,0.107	0.118
6478	"ENSG00000108039.13"	"XPNPEP1"	chr10	-	111635285	111637625	111637547	111637625	111633124	111633185	6478	87,49	1,2	64,48	1,0	197	99	0.927877354639	1.0	0.978,0.925	0.97,1.0	-0.033
647	"ENSG00000078699.17"	"CBFA2T2"	chr20	+	32228120	32228365	32228120	32228337	32232152	32237842	647	11,7	51,29	0,0	8,10	126	99	1	1.0	0.145,0.159	0.0,0.0	0.152
6480	"ENSG00000108039.13"	"XPNPEP1"	chr10	-	111674768	111674857	111674780	111674857	111667448	111667573	6480	94,54	2,1	83,67	2,1	110	99	0.989222907259	1.0	0.977,0.98	0.974,0.984	-0.001
6481	"ENSG00000108039.13"	"XPNPEP1"	chr10	-	111648260	111648353	111648318	111648353	111647806	111647950	6481	39,25	0,1	4,3	0,0	156	99	1	1.0	1.0,0.941	1.0,1.0	-0.03
6482	"ENSG00000108039.13"	"XPNPEP1"	chr10	-	111640507	111640689	111640599	111640689	111639945	111639996	6482	2,2	24,8	0,0	7,8	190	99	0.292856580592	1.0	0.042,0.115	0.0,0.0	0.079
6483	"ENSG00000108039.13"	"XPNPEP1"	chr10	-	111637547	111637654	111637581	111637654	111635285	111635357	6483	3,6	1,0	11,12	0,0	132	99	1	1.0	0.692,1.0	1.0,1.0	-0.154
6484	"ENSG00000182310.8"	"LINC00085"	chr19	+	52206480	52206590	52206480	52206588	52207282	52207439	6484	10,1	7,11	4,4	8,5	100	99	0.83541466975	1.0	0.586,0.083	0.331,0.442	-0.052
6488	"ENSG00000148308.13"	"GTF3C5"	chr9	+	135906097	135906337	135906097	135906297	135917473	135917693	6488	32,13	13,0	11,11	5,5	138	99	0.294581520461	1.0	0.638,1.0	0.612,0.612	0.207
6489	"ENSG00000248049.2"	"UBA6-AS1"	chr4	+	68586139	68586350	68586139	68586339	68587194	68588223	6489	1,2	0,0	2,1	1,0	109	99	1	1.0	1.0,1.0	0.645,1.0	0.177
6492	"ENSG00000105281.8"	"SLC1A5"	chr19	-	47287773	47287881	47287851	47287881	47287353	47287401	6492	351,140	2,2	38,33	0,0	176	99	0.51868283569	1.0	0.99,0.975	1.0,1.0	-0.018
6494	"ENSG00000162300.7"	"ZFPL1"	chr11	+	64851713	64851850	64851713	64851832	64852162	64852272	6494	115,161	4,2	88,55	2,1	116	99	0.882288143114	1.0	0.961,0.986	0.974,0.979	-0.003
6495	"ENSG00000162300.7"	"ZFPL1"	chr11	+	64852586	64852786	64852586	64852698	64853886	64854080	6495	18,14	139,98	7,4	105,66	186	99	0.0688490317995	1.0	0.064,0.071	0.034,0.031	0.035
6496	"ENSG00000162300.7"	"ZFPL1"	chr11	+	64852586	64852786	64852586	64852688	64853886	64853911	6496	83,48	0,1	8,7	0,0	196	99	1	1.0	1.0,0.96	1.0,1.0	-0.02
6497	"ENSG00000162300.7"	"ZFPL1"	chr11	+	64852624	64852846	64852624	64852688	64853886	64853911	6497	56,25	0,1	6,5	0,0	197	99	1	1.0	1.0,0.926	1.0,1.0	-0.037
6498	"ENSG00000137216.14"	"TMEM63B"	chr6	+	44115960	44116122	44115960	44116060	44116249	44116376	6498	93,24	1,0	52,55	0,0	160	99	0.73931611426	1.0	0.983,1.0	1.0,1.0	-0.008
6499	"ENSG00000137216.14"	"TMEM63B"	chr6	+	44107950	44108117	44107950	44108097	44108764	44108835	6499	3,2	98,35	1,1	76,63	118	99	0.387346417618	1.0	0.025,0.046	0.011,0.013	0.024
6500	"ENSG00000153786.8"	"ZDHHC7"	chr16	-	85015385	85015600	85015475	85015600	85012794	85012891	6500	0,1	104,64	0,0	9,9	188	99	0.24869849182	1.0	0.0,0.008	0.0,0.0	0.004
6501	"ENSG00000153786.8"	"ZDHHC7"	chr16	-	85023909	85024241	85023994	85024241	85022368	85022479	6501	12,13	0,1	12,9	0,0	183	99	1	1.0	1.0,0.876	1.0,1.0	-0.062
6502	"ENSG00000153786.8"	"ZDHHC7"	chr16	-	85022357	85022479	85022368	85022479	85015475	85015600	6502	3,1	16,17	0,0	17,17	109	99	0.406908072194	1.0	0.146,0.051	0.0,0.0	0.098
6503	"ENSG00000153786.8"	"ZDHHC7"	chr16	-	85022357	85022479	85022403	85022479	85015475	85015600	6503	3,1	2,0	0,0	4,4	144	99	0.557022975446	1.0	0.508,1.0	0.0,0.0	0.754
6504	"ENSG00000153786.8"	"ZDHHC7"	chr16	-	85023909	85024241	85023994	85024241	85015475	85015600	6504	24,82	2,0	29,35	0,0	183	99	0.266911483827	1.0	0.867,1.0	1.0,1.0	-0.067
6505	"ENSG00000153786.8"	"ZDHHC7"	chr16	-	85022368	85022479	85022403	85022479	85015475	85015600	6505	16,26	1,1	25,20	5,5	133	99	0.0934657863255	1.0	0.923,0.951	0.788,0.749	0.169
6507	"ENSG00000148384.11"	"INPP5E"	chr9	-	139325316	139325555	139325453	139325555	139324770	139324865	6507	3,0	0,41	0,0	12,17	197	99	0.453058162252	1.0	1.0,0.0	0.0,0.0	0.5
6510	"ENSG00000164366.3"	"CCDC127"	chr5	-	216843	217003	216974	217003	196985	206073	6510	71,31	2,0	4,3	0,0	197	99	1	1.0	0.947,1.0	1.0,1.0	-0.026
6512	"ENSG00000004779.5"	"NDUFAB1"	chr16	-	23593596	23593780	23593762	23593780	23592353	23592494	6512	1150,637	1,0	61,41	0,0	197	99	0.646710812394	1.0	0.998,1.0	1.0,1.0	-0.001
6515	"ENSG00000004779.5"	"NDUFAB1"	chr16	-	23602206	23602474	23602413	23602474	23598517	23598640	6515	8,2	20,6	0,0	1,1	197	99	1	1.0	0.167,0.143	0.0,0.0	0.155
6516	"ENSG00000004779.5"	"NDUFAB1"	chr16	-	23607408	23607612	23607443	23607612	23598517	23598640	6516	4,0	198,60	0,0	158,222	133	99	0.319303776338	1.0	0.015,0.0	0.0,0.0	0.007
6524	"ENSG00000000419.8"	"DPM1"	chr20	-	49557641	49557746	49557665	49557746	49557401	49557470	6524	3,4	27,18	5,4	25,17	122	99	0.605051990316	1.0	0.083,0.153	0.14,0.16	-0.032
6525	"ENSG00000000419.8"	"DPM1"	chr20	-	49562376	49562460	49562383	49562460	49558567	49558663	6525	1,9	21,35	1,0	7,6	105	99	0.69571238382	1.0	0.043,0.195	0.119,0.0	0.059
6531	"ENSG00000000419.8"	"DPM1"	chr20	-	49552636	49552799	49552684	49552799	49551403	49551773	6531	1,0	604,258	0,0	23,18	146	99	0.922195445656	1.0	0.001,0.0	0.0,0.0	0.001
6533	"ENSG00000141076.13"	"CIRH1A"	chr16	+	69171703	69171880	69171703	69171788	69173727	69173817	6533	1,4	59,65	2,1	79,61	190	99	0.457811758144	1.0	0.009,0.031	0.013,0.008	0.01
6537	"ENSG00000103266.6"	"STUB1"	chr16	+	731746	731903	731746	731880	732019	732076	6537	3,7	110,88	5,3	126,97	121	99	0.509968934865	1.0	0.022,0.061	0.031,0.025	0.013
653	"ENSG00000197993.3"	"KEL"	chr7	-	142654831	142655060	142654913	142655060	142651551	142651630	653	1,0	15,10	0,0	1,1	180	99	1	1.0	0.035,0.0	0.0,0.0	0.018
6540	"ENSG00000161618.5"	"ALDH16A1"	chr19	+	49968994	49969162	49968994	49969128	49969338	49969540	6540	8,2	1,0	6,6	0,0	132	99	1	1.0	0.857,1.0	1.0,1.0	-0.072
6541	"ENSG00000161618.5"	"ALDH16A1"	chr19	+	49967119	49967284	49967119	49967206	49967383	49967520	6541	0,3	6,2	0,0	15,15	176	99	0.0677640825711	1.0	0.0,0.458	0.0,0.0	0.229
6543	"ENSG00000204344.10"	"STK19"	chr6	+	31946679	31946787	31946679	31946775	31947190	31947330	6543	9,5	95,112	10,6	71,51	110	99	0.0896781638815	1.0	0.079,0.039	0.113,0.096	-0.046
6544	"ENSG00000204344.10"	"STK19"	chr6	+	31947190	31948325	31947190	31947330	31948430	31948578	6544	7,68	0,2	13,20	0,0	197	99	1	1.0	1.0,0.945	1.0,1.0	-0.028
6545	"ENSG00000204344.10"	"STK19"	chr6	+	31940397	31940696	31940397	31940534	31946679	31946775	6545	6,12	94,93	4,3	87,55	197	99	0.221672833361	1.0	0.031,0.061	0.023,0.027	0.021
6546	"ENSG00000204344.10"	"STK19"	chr6	+	31940157	31940288	31940157	31940279	31946679	31946775	6546	7,34	2,2	13,12	0,0	107	99	1	1.0	0.764,0.94	1.0,1.0	-0.148
6548	"ENSG00000204344.10"	"STK19"	chr6	+	31946567	31946785	31946567	31946775	31947190	31947359	6548	0,1	85,103	1,0	59,46	108	99	0.51342257859	1.0	0.0,0.009	0.015,0.0	-0.003
6549	"ENSG00000204344.10"	"STK19"	chr6	+	31947190	31947359	31947190	31947330	31948227	31948325	6549	16,8	124,48	1,1	22,20	127	99	0.573860929026	1.0	0.091,0.115	0.034,0.038	0.067
654	"ENSG00000197993.3"	"KEL"	chr7	-	142643726	142643903	142643858	142643903	142643364	142643404	654	0,10	0,2	3,1	0,0	197	99	1	1.0	NA,0.715	1.0,1.0	-0.285
6550	"ENSG00000204344.10"	"STK19"	chr6	+	31947190	31947359	31947190	31947354	31948227	31948325	6550	3,1	4,0	0,0	1,0	103	99	1	1.0	0.419,1.0	0.0,NA	0.71
6551	"ENSG00000204344.10"	"STK19"	chr6	+	31947190	31947354	31947190	31947330	31948227	31948325	6551	3,6	30,45	2,3	49,39	122	99	0.24156355881	1.0	0.075,0.098	0.032,0.059	0.041
6555	"ENSG00000153094.17"	"BCL2L11"	chr2	+	111911356	111911481	111911356	111911466	111921709	111922220	6555	14,14	3,1	1,1	0,0	113	99	1	1.0	0.803,0.925	1.0,1.0	-0.136
6556	"ENSG00000153094.17"	"BCL2L11"	chr2	+	111881309	111881716	111881309	111881446	111907620	111907724	6556	38,52	1,2	28,15	1,1	197	99	0.527443477703	1.0	0.95,0.929	0.934,0.883	0.031
6558	"ENSG00000197841.10"	"ZNF181"	chr19	+	35225479	35225709	35225479	35225515	35225874	35225951	6558	4,1	5,0	1,1	0,0	197	99	1	1.0	0.287,1.0	1.0,1.0	-0.357
6560	"ENSG00000069020.14"	"MAST4"	chr5	+	66300482	66300703	66300482	66300519	66300779	66300913	6560	5,1	5,1	2,3	1,2	197	99	0.637297656959	1.0	0.334,0.334	0.501,0.43	-0.132
6561	"ENSG00000109625.14"	"CPZ"	chr4	+	8613753	8613889	8613753	8613821	8616085	8616225	6561	3,1	1,0	3,3	0,0	166	99	1	1.0	0.641,1.0	1.0,1.0	-0.179
6566	"ENSG00000100387.8"	"RBX1"	chr22	+	41347350	41347511	41347350	41347480	41349558	41349637	6566	11,5	309,169	0,0	44,36	129	99	0.772481425405	1.0	0.027,0.022	0.0,0.0	0.025
6568	"ENSG00000100387.8"	"RBX1"	chr22	+	41360050	41360154	41360050	41360121	41363802	41363888	6568	1,0	222,20	0,0	58,53	131	99	1	1.0	0.003,0.0	0.0,0.0	0.002
6569	"ENSG00000100387.8"	"RBX1"	chr22	+	41360018	41360238	41360018	41360121	41363802	41363888	6569	0,9	8,134	1,1	44,79	197	99	0.13556477612	1.0	0.0,0.033	0.011,0.006	0.008
6570	"ENSG00000100387.8"	"RBX1"	chr22	+	41363802	41363888	41363802	41363850	41368479	41369313	6570	282,130	1,0	36,29	0,0	136	99	0.513166846535	1.0	0.995,1.0	1.0,1.0	-0.002
6573	"ENSG00000101343.10"	"CRNKL1"	chr20	-	20025889	20026130	20025951	20026130	20024135	20024306	6573	1,0	59,31	0,0	2,2	160	99	1	1.0	0.01,0.0	0.0,0.0	0.005
6574	"ENSG00000166037.6"	"CEP57"	chr11	+	95555662	95555809	95555662	95555740	95560949	95561065	6574	19,11	126,83	1,2	12,14	167	99	0.619225902806	1.0	0.082,0.073	0.047,0.078	0.015
6576	"ENSG00000166037.6"	"CEP57"	chr11	+	95560949	95561191	95560949	95561065	95562350	95562495	6576	289,266	5,0	287,223	2,2	197	99	0.934909137882	1.0	0.967,1.0	0.986,0.982	-0.0
6577	"ENSG00000166037.6"	"CEP57"	chr11	+	95560949	95561091	95560949	95561065	95562350	95562495	6577	75,36	0,4	19,21	1,1	124	99	0.572919064699	1.0	1.0,0.878	0.938,0.944	-0.002
6578	"ENSG00000166037.6"	"CEP57"	chr11	+	95532395	95532552	95532395	95532513	95562350	95562495	6578	184,82	1,0	8,8	0,0	137	99	1	1.0	0.993,1.0	1.0,1.0	-0.004
6579	"ENSG00000166037.6"	"CEP57"	chr11	+	95560949	95561191	95560949	95561091	95562350	95562495	6579	518,270	1,0	146,165	0,0	197	99	1	1.0	0.996,1.0	1.0,1.0	-0.002
657	"ENSG00000197993.3"	"KEL"	chr7	-	142643293	142643404	142643364	142643404	142641729	142641828	657	51,98	0,1	72,49	1,1	169	99	0.557429874139	1.0	1.0,0.983	0.977,0.966	0.02
6581	"ENSG00000093217.5"	"XYLB"	chr3	+	38418411	38418523	38418411	38418482	38420736	38420833	6581	1,1	21,17	0,0	11,12	139	99	0.461934077035	1.0	0.033,0.04	0.0,0.0	0.037
6582	"ENSG00000165915.9"	"SLC39A13"	chr11	+	47436327	47436460	47436327	47436456	47436610	47436710	6582	4,0	1,0	5,3	0,0	102	99	1	1.0	0.795,NA	1.0,1.0	-0.205
6583	"ENSG00000162231.9"	"NXF1"	chr11	-	62572800	62573346	62573128	62573346	62571263	62571450	6583	469,188	0,2	23,24	0,0	197	99	0.182637992294	1.0	1.0,0.979	1.0,1.0	-0.01
6585	"ENSG00000162231.9"	"NXF1"	chr11	-	62571263	62571450	62571366	62571450	62570890	62571044	6585	452,209	1,0	6,5	0,0	197	99	1	1.0	0.996,1.0	1.0,1.0	-0.002
6587	"ENSG00000162231.9"	"NXF1"	chr11	-	62571263	62571450	62571362	62571450	62570890	62571044	6587	452,209	0,1	10,7	0,0	197	99	1	1.0	1.0,0.991	1.0,1.0	-0.004
6589	"ENSG00000162231.9"	"NXF1"	chr11	-	62571263	62571450	62571271	62571450	62570890	62571044	6589	41,193	0,3	52,35	0,0	106	99	0.649540939476	1.0	1.0,0.984	1.0,1.0	-0.008
6590	"ENSG00000162231.9"	"NXF1"	chr11	-	62564654	62564891	62564789	62564891	62563931	62564039	6590	613,340	5,2	5,3	0,0	197	99	1	1.0	0.984,0.988	1.0,1.0	-0.014
6591	"ENSG00000162231.9"	"NXF1"	chr11	-	62569377	62569478	62569413	62569478	62569210	62569291	6591	4,7	102,215	0,0	50,50	134	99	0.328606525704	1.0	0.028,0.023	0.0,0.0	0.026
6597	"ENSG00000162231.9"	"NXF1"	chr11	-	62566010	62567958	62567848	62567958	62564789	62564858	6597	231,514	3,4	198,145	0,0	197	99	0.286375464454	1.0	0.975,0.985	1.0,1.0	-0.02
659	"ENSG00000197993.3"	"KEL"	chr7	-	142654913	142655060	142655038	142655060	142651551	142651614	659	11,18	1,0	9,15	0,0	197	99	1	1.0	0.847,1.0	1.0,1.0	-0.077
65	"ENSG00000023892.9"	"DEF6"	chr6	+	35280078	35280315	35280078	35280123	35280402	35280404	65	24,33	1,0	16,30	0,0	197	99	1	1.0	0.923,1.0	1.0,1.0	-0.038
6601	"ENSG00000051825.10"	"MPHOSPH9"	chr12	-	123705918	123706442	123706208	123706442	123702922	123703046	6601	95,48	3,0	44,41	0,0	197	99	0.767084989881	1.0	0.941,1.0	1.0,1.0	-0.03
6603	"ENSG00000051825.10"	"MPHOSPH9"	chr12	-	123687170	123687294	123687237	123687294	123686710	123686866	6603	55,23	5,4	13,13	0,1	165	99	0.774788911882	1.0	0.868,0.775	1.0,0.886	-0.122
6607	"ENSG00000051825.10"	"MPHOSPH9"	chr12	-	123702922	123703046	123702945	123703046	123699290	123699381	6607	39,17	1,1	20,14	1,1	121	99	0.53509643557	1.0	0.97,0.933	0.942,0.92	0.02
6609	"ENSG00000081019.9"	"RSBN1"	chr1	-	114339984	114340658	114340432	114340658	114320292	114320430	6609	2,19	6,0	3,5	0,0	197	99	1	1.0	0.143,1.0	1.0,1.0	-0.428
660	"ENSG00000197993.3"	"KEL"	chr7	-	142650797	142651043	142650894	142651043	142649595	142649725	660	0,1	0,132	0,0	31,50	195	99	1	1.0	NA,0.004	0.0,0.0	0.004
6611	"ENSG00000123349.9"	"PFDN5"	chr12	+	53691703	53691934	53691703	53691708	53693052	53693229	6611	2633,1508	5,5	59,48	0,0	197	99	0.746184620933	1.0	0.996,0.993	1.0,1.0	-0.006
6612	"ENSG00000123349.9"	"PFDN5"	chr12	+	53689547	53689732	53689547	53689725	53690027	53690059	6612	8,16	1513,1122	3,3	651,652	105	99	0.798981562533	1.0	0.005,0.013	0.004,0.004	0.005
6613	"ENSG00000123349.9"	"PFDN5"	chr12	+	53689547	53689725	53689547	53689675	53690027	53690059	6613	2477,2210	6,1	1551,1438	1,0	148	99	1	1.0	0.996,0.999	0.999,1.0	-0.002
6614	"ENSG00000123349.9"	"PFDN5"	chr12	+	53689547	53689732	53689547	53689675	53690027	53690059	6614	2132,1715	6,1	834,886	1,0	155	99	1	1.0	0.996,0.999	0.998,1.0	-0.001
6615	"ENSG00000123349.9"	"PFDN5"	chr12	+	53689524	53689732	53689524	53689725	53691633	53691708	6615	4,14	5,9	3,3	3,3	105	99	0.654609472344	1.0	0.43,0.595	0.485,0.485	0.027
6616	"ENSG00000123349.9"	"PFDN5"	chr12	+	53689524	53689725	53689524	53689675	53691633	53691708	6616	93,2072	2,0	916,1268	0,0	148	99	0.906141035003	1.0	0.969,1.0	1.0,1.0	-0.016
6617	"ENSG00000123349.9"	"PFDN5"	chr12	+	53689622	53689732	53689622	53689675	53691633	53691708	6617	0,1717	2,0	490,849	0,0	155	99	0.142602697802	1.0	0.0,1.0	1.0,1.0	-0.5
6618	"ENSG00000123349.9"	"PFDN5"	chr12	+	53690213	53690335	53690213	53690251	53691633	53691708	6618	17,49	0,1	15,10	0,0	182	99	1	1.0	1.0,0.964	1.0,1.0	-0.018
6619	"ENSG00000123349.9"	"PFDN5"	chr12	+	53690002	53690251	53690002	53690059	53691633	53691708	6619	20,32	550,866	12,8	427,334	197	99	0.32473537953	1.0	0.018,0.018	0.014,0.012	0.005
661	"ENSG00000197993.3"	"KEL"	chr7	-	142650883	142651043	142650894	142651043	142649595	142649725	661	1,0	93,97	0,0	81,79	109	99	1	1.0	0.01,0.0	0.0,0.0	0.005
6620	"ENSG00000123349.9"	"PFDN5"	chr12	+	53689622	53689675	53689622	53689664	53691828	53692272	6620	679,294	1,0	16,15	0,0	109	99	0.172353917643	1.0	0.998,1.0	1.0,1.0	-0.001
6621	"ENSG00000123349.9"	"PFDN5"	chr12	+	53689587	53689725	53689587	53689675	53691828	53691934	6621	3959,1773	3,2	479,574	0,0	148	99	1	1.0	0.999,0.998	1.0,1.0	-0.002
6622	"ENSG00000123349.9"	"PFDN5"	chr12	+	53689587	53689725	53689587	53689664	53691828	53691934	6622	4364,1919	1,0	108,104	0,0	159	99	1	1.0	1.0,1.0	1.0,1.0	0.0
6623	"ENSG00000100116.12"	"GCAT"	chr22	+	38208893	38209017	38208893	38208995	38209469	38209616	6623	0,1	111,0	0,0	80,92	120	99	0.115017174435	1.0	0.0,1.0	0.0,0.0	0.5
6624	"ENSG00000100116.12"	"GCAT"	chr22	+	38211424	38211518	38211424	38211507	38211669	38211841	6624	0,1	148,38	1,1	98,82	109	99	0.756806838601	1.0	0.0,0.023	0.009,0.011	0.002
6625	"ENSG00000100116.12"	"GCAT"	chr22	+	38211669	38211883	38211669	38211841	38212206	38212328	6625	7,3	35,17	4,3	28,19	140	99	0.72251260183	1.0	0.124,0.111	0.092,0.1	0.021
6628	"ENSG00000187796.9"	"CARD9"	chr9	-	139262088	139262280	139262205	139262280	139261667	139261709	6628	6,0	2,0	9,6	1,1	197	99	1	1.0	0.601,NA	0.819,0.751	-0.184
6635	"ENSG00000185651.10"	"UBE2L3"	chr22	+	21947050	21947289	21947050	21947200	21965145	21965332	6635	1511,749	4,4	497,445	0,0	187	99	1	1.0	0.995,0.99	1.0,1.0	-0.008
6638	"ENSG00000185651.10"	"UBE2L3"	chr22	+	21947024	21947245	21947024	21947200	21965145	21965332	6638	166,1503	4,4	1057,1822	0,0	143	99	0.780745494364	1.0	0.966,0.996	1.0,1.0	-0.019
